19502	5260
18021	8803
18005	8467
18217	11953
20214	9116
20176	6532
20218	4642
20137	1859
17848	12235
17906	160
19365	7404
19312	8806
17955	4833
20040	17693
18238	11484
18033	7021
17806	11268
19391	5085
17807	12462
17889	6873
18007	8854
19311	7420
17881	10505
18162	6804
18666	14398
18011	9052
17929	12416
18254	5112
18573	14403
17852	379
20203	11369
18111	11544
17842	270
17827	12955
20037	11191
18129	11029
17904	10554
18011	8466
17912	569
18056	438
19461	14689
18401	9184
18671	12595
18088	7032
17923	6832
20225	322
20173	6493
17888	12226
20231	5680
18234	10649
18100	6724
20182	7346
17822	13514
17877	7253
19122	6984
18526	6901
17999	8807
18372	12749
19693	6834
17820	15242
17880	9026
18034	9800
18008	222
18201	6609
18536	14656
17811	6912
18647	7341
18635	14645
20182	12372
17881	163
17878	6537
19634	11152
17906	15726
17776	5190
18663	4256
18018	9784
19044	2411
18201	6154
17806	11108
18240	7334
19326	12814
17999	13546
19693	7229
18004	9044
18078	141
17993	4036
18018	15720
18241	11955
19303	12702
20198	16382
19152	7039
19783	1732
18009	14627
20157	5492
17918	4247
18690	5819
18001	385
18019	8801
19080	14603
20003	6861
19867	4301
18711	17717
18927	14957
19853	5266
20208	16448
18213	14413
18736	16531
19659	14404
18003	10823
17844	4469
17780	11285
18042	8304
17983	9712
17792	1394
19048	2376
17993	4145
20169	9835
18100	7394
20192	16457
20196	12401
19123	16405
17838	15262
19865	372
20238	5252
20187	4719
18201	5051
18735	15852
18055	6998
18614	15035
20170	4129
18937	17568
20141	5414
18671	12901
19060	1776
18542	4881
20205	3850
20182	445
17839	12164
20196	8207
19412	5126
18014	9898
19863	15073
19828	14050
17932	10024
19214	17488
17886	6834
17792	4244
20152	1089
18736	12848
17992	7335
19522	12180
20155	9502
18693	14834
17978	4838
17902	2273
17880	4176
18884	11433
18487	11486
18155	16861
18054	7025
20214	3959
18953	9155
17904	5840
19906	4733
18531	7876
18945	17654
19411	12389
17783	12948
17884	4809
19325	4720
19072	10889
18031	8527
17891	4567
19491	5243
18815	6861
20220	10076
18733	12381
19983	14569
18021	17521
18017	17705
17997	6838
18008	4142
19152	13449
18289	11580
18488	16303
17922	4675
20001	11331
19552	10926
18034	4266
18498	11720
17960	16324
17901	11863
17911	4317
18009	17141
17778	10527
20215	4314
18843	5012
19042	1786
19431	14696
20170	17157
20177	9960
18734	15725
18048	7350
18018	12045
17974	11529
17932	8496
20054	17678
20220	6400
19563	5429
19572	1110
20073	11006
17888	17660
18476	9140
18007	2416
18664	5250
18028	9558
17906	6201
20192	7441
18580	14541
19251	11830
20209	10445
19712	16174
18229	11572
17822	13533
18030	9923
17876	10604
18219	10668
17807	9399
19240	11799
18470	17725
18585	12702
18410	9213
20109	10983
18897	170
20219	7942
18345	6568
18777	12442
19345	12577
19658	14651
17997	7330
20198	4757
20158	6506
18180	14634
18028	4305
18298	7340
17850	14303
18828	8516
18588	10841
17904	14242
20190	586
17822	11494
18010	7231
18031	16105
17890	10592
18735	14644
17898	6810
20138	11429
17974	16296
20195	13327
17904	4895
19155	6994
17918	7337
17888	14579
18200	17220
18001	242
19573	4176
19049	1732
20194	250
18277	11715
18987	8518
18298	4829
18240	11455
20206	5397
20054	7760
19370	5225
20206	9716
18635	14631
19983	10902
17897	10008
19943	11305
18545	11949
18005	17175
17929	3717
17941	11572
19348	10192
18387	17652
18048	13292
19956	15686
20224	4366
18825	8529
18854	10902
18555	11544
18023	16670
20170	10522
18007	7248
20143	5195
18151	14954
20224	11016
18122	7348
17828	15234
18072	190
18102	565
18007	10024
18716	403
17872	17509
18872	11608
19661	10912
18108	4920
20172	256
18026	11404
17783	12577
19369	11135
18275	11807
18683	9086
20152	1107
19064	1553
20227	7341
20165	5541
19570	4271
18110	12476
18226	5075
20169	4351
18781	14550
18205	8501
19195	6298
18003	15395
17852	156
20040	7350
18024	15733
19373	9002
20221	4314
18824	8482
18520	14375
17959	11533
17889	2449
19456	14439
18125	11509
17809	4653
17910	5242
17970	16379
18473	14487
17804	14624
18631	5165
18157	6795
17790	4181
17902	449
18096	4464
20142	12498
20188	4358
18349	16139
17766	4517
18056	8008
17849	5442
18477	9190
20159	10616
18239	4477
19136	7017
17996	255
20032	1105
18279	12437
18739	10914
17896	10772
18568	7554
19459	5089
19221	4523
18328	4461
19021	564
19112	6524
18036	15625
20209	2044
17895	13707
18352	7342
18100	4637
18635	10836
19307	11053
19659	11357
19309	12620
19373	9061
18189	6791
18074	8356
19509	14592
17748	11664
20198	11640
18821	8481
18860	10808
19660	14780
18490	11409
18882	11923
17807	13005
20238	17201
19355	17126
20127	8285
18635	14617
18032	14684
18408	9135
19669	11376
19483	12433
20230	3779
19984	6490
19178	4502
17877	1112
18135	11585
19068	11535
17883	8807
19940	14408
18735	13010
20191	13710
19583	8304
18745	11610
20185	37
17871	9400
17982	8507
19208	14548
19762	1768
20210	10605
17884	6829
19923	16561
18372	5656
20218	4284
19010	17612
20019	14417
18767	14548
17904	5927
19346	12009
20216	8582
19570	11418
17898	7275
18042	14627
20213	9389
17934	7321
18258	7716
20188	12112
20225	9134
18740	12740
17770	4447
17885	7194
19935	52
18589	15005
17897	5444
17890	2415
18901	6667
18736	12822
20222	10770
18024	4243
17896	7405
17788	6811
20227	9078
18850	7330
18015	47
20215	8853
18665	14424
18856	11529
18236	4446
18711	17555
20231	4527
17883	4265
20158	2005
18061	11177
19134	7039
20196	6326
19326	10831
18009	9894
17894	9633
18005	293
18025	4632
20238	441
20112	10980
19463	15058
18532	11956
20174	371
17806	11710
18735	16509
17939	7541
19089	6905
19671	11381
20231	44
17892	7447
18462	13790
18001	586
17925	7248
17876	8832
17972	16309
18958	4396
18007	13523
18005	322
18769	240
20198	9109
17979	11539
19070	5097
18328	10720
18034	5018
18837	12635
19621	11207
17929	17512
20176	14118
19499	12206
19658	14365
19090	7346
18972	15962
17977	7801
18797	16380
18731	13634
19350	8816
19251	12143
17783	13981
20204	8795
17929	2610
17979	16382
18133	7329
17775	6916
18501	9143
20188	14280
18325	4564
19693	4508
17964	7976
17762	5442
20201	9858
17771	92
18931	12861
17910	6933
19570	13090
20233	6604
17935	11559
17984	14930
17792	17694
18542	5400
20182	12370
18025	12392
17892	10405
17784	7342
17985	10840
17857	4561
17891	17705
18730	13334
20149	16167
18034	16182
20159	15442
20220	6148
19617	14368
19382	15904
19341	13177
18233	11607
19083	11595
18233	11677
17889	15668
18121	7336
19534	12670
19866	11032
20215	7811
20181	433
20182	8858
20167	10607
17890	2476
17940	7321
20161	9996
18527	12221
17821	5063
19129	7022
17877	8723
20179	5557
20197	13771
17812	15722
17809	11938
18536	11794
20229	16041
17891	13
19500	564
19758	10808
17932	9692
20234	6578
18480	11368
18024	7487
20155	341
19136	6953
18356	4479
18001	9512
17929	9890
17878	143
19308	11280
17750	4505
17940	16320
19048	1574
17899	506
18699	11979
18002	446
18008	4397
18114	7333
18877	14434
17910	17147
19391	4808
19447	17542
17833	11435
18088	172
19088	11602
17763	17567
20172	11648
20205	6401
18015	17199
18052	5149
19835	16172
18920	13677
17861	17407
19632	12832
18508	4841
18569	15809
19372	14385
18542	7621
18365	17260
17898	15221
19311	14344
17869	11208
18518	10950
18365	17318
18036	14405
19316	6490
19306	5157
17776	10900
18778	12158
18906	5061
20237	1137
19589	12898
20203	446
19530	12618
19039	2112
18548	12204
17865	13
17795	17741
19721	14013
20212	9392
18692	14665
17790	16968
20219	9117
19215	436
20071	10985
18015	22
20191	1000
19450	11940
17897	17604
18134	7327
17787	7293
18213	10762
19489	5257
20187	376
17997	940
18730	12984
19175	4460
18240	4460
18528	11686
17878	9394
17927	16227
18693	5172
17770	11203
20232	9392
19613	5248
20229	16370
20185	8746
18761	11530
20187	17237
18007	9936
18006	9043
18326	659
18031	5985
20200	15693
20169	8876
17982	7442
18133	7334
18239	4290
20226	8480
19063	2385
18031	86
17910	2603
19338	10662
18328	11722
19495	6916
20208	12745
19240	11864
20207	0
18031	9403
19498	12431
18569	11814
18005	9978
18878	12057
18259	14607
17914	6205
20162	6617
18016	6957
17988	7283
20169	6553
19180	13478
18148	15038
19810	15974
18048	11680
18212	7468
19346	6481
18184	14576
18928	6870
18909	6859
17877	1554
20163	12938
18272	11503
18522	7956
18236	9071
18048	13234
19728	16127
19043	17137
18021	9476
17899	2359
19941	15302
17812	5659
18333	1139
19616	12368
18107	4251
18037	17113
19059	1766
19059	11022
19671	14857
18016	6672
18065	10746
19500	12388
17888	6933
17896	9048
18004	14612
20203	8806
20234	11557
20207	1613
17883	11449
19993	5124
20216	11791
19030	5268
19032	7207
18736	16421
20078	14435
17842	14975
19117	16401
20090	17707
17914	1529
18007	7341
19865	14971
20224	16812
18201	6594
18749	8044
20156	8009
20152	5264
18261	8266
17842	17544
18035	13156
17884	2088
17928	10105
20209	6066
18076	8318
18534	5269
20158	8477
18172	14970
19803	10504
17848	4487
18888	7336
17993	100
18506	14292
17887	6909
18502	4153
18221	12710
18069	17679
19045	10844
19974	15306
17806	8516
18029	7344
17865	524
19440	14655
19666	5066
20189	561
19416	10940
18692	12216
18555	11930
20153	10536
18245	11172
17916	112
20150	6393
19274	11793
19087	5097
17991	4450
18180	14421
18014	358
17914	12236
20205	2065
17860	384
17878	10384
19726	14019
17773	6744
17878	11876
19627	8064
18815	8510
17897	7279
17928	10077
19793	9147
18024	11665
20175	10440
19075	11530
19865	17154
18236	10580
17908	319
17956	11532
17877	8610
18734	11359
18029	12940
18815	8480
19341	10631
17959	7445
18778	12713
19065	1123
18231	11278
18629	11497
18190	6562
19579	6835
17771	17561
17800	17397
18018	12399
17897	5820
18361	11223
19052	590
18046	14654
17872	10446
19096	10950
18102	15369
18227	5456
19621	6886
20208	9395
17770	434
18755	14573
20202	15536
18050	13533
20144	3454
18220	10974
18141	12410
20175	2648
20022	14609
17792	8830
17932	9690
17985	9596
18057	6583
17779	6903
20166	8488
18304	7715
18611	13054
18177	16854
20222	10594
19836	15796
18577	14361
19485	5136
19621	6891
20190	13681
19259	11957
20174	6468
17792	10577
18210	15003
18210	13685
17771	6949
17852	7010
19620	4783
18011	2320
19143	16492
18220	11468
18541	10303
18234	4512
18157	16381
18576	8131
18323	10974
20193	4280
17806	575
20158	10602
17875	7017
18221	17706
18061	14
19345	10264
19300	11919
18588	11667
18217	11219
17943	11496
19317	3694
17882	219
18981	11994
19178	4776
17848	6973
18582	15034
18640	5021
17914	10489
17874	10573
18264	14964
20186	2530
18004	570
19951	9088
18535	564
17888	12162
18133	16343
17897	2691
17895	8456
18098	7296
18236	10277
17902	4569
17811	4236
17875	14022
19309	4696
18731	14420
19359	8818
18128	579
20186	7843
17880	6913
18197	6604
20181	4370
18110	10867
18238	4845
18054	9941
20235	8832
19682	10961
19519	12179
19310	17715
20154	547
18213	10413
18644	11559
17874	2597
18203	13887
20209	10577
17771	372
18492	10983
18489	4836
17905	8370
20134	3659
20207	6469
18008	591
18940	40
18000	8185
18004	11424
19570	4259
18011	8285
18231	11270
17838	580
17890	12254
17896	4778
18026	546
18011	15218
20192	298
17931	8539
17930	65
19581	17149
17888	7023
20203	339
20215	17616
17765	4562
19181	8256
17916	4788
20211	7618
18805	12642
18606	5052
20215	13093
19862	1012
20227	10566
20169	4272
17983	6917
18224	11726
18740	14440
18578	5224
19774	1709
19080	13816
19476	5262
17888	4158
19542	12962
20238	7469
19221	4617
19362	17715
19038	4722
19367	8793
20173	12060
20169	7006
17906	557
18738	12692
20226	184
19347	10367
17806	10878
18122	4839
17769	410
17906	10867
17894	6336
20162	16169
18344	3750
18022	17496
17813	5147
19509	15070
18033	6863
17932	265
17946	11522
17906	4168
17929	4311
18588	17695
17792	5307
20184	37
18662	12674
19465	5080
17882	9239
17814	17425
19084	12456
17862	6962
17938	11478
19512	5277
20178	9692
18521	7914
17860	4589
19048	2566
17885	10506
18232	7215
18856	11407
20222	9103
19731	14528
18488	11548
18007	11700
17961	4928
18300	12137
18203	11317
17854	13463
18010	11795
19626	1905
19033	4455
18203	11997
18528	11585
17761	17651
18856	14924
17993	16042
19618	11001
17898	6015
19375	12494
17851	14349
19632	58
17834	10863
18737	12395
17871	6866
18097	576
18596	11637
18184	14926
17853	4535
20190	4621
19423	14973
17908	4340
19067	8705
17830	11484
17891	6457
18021	7621
18332	7269
18733	16404
18122	16335
19516	14367
18239	11351
20179	10554
17872	8518
19341	14321
17963	10903
17947	7347
19484	5260
20201	6855
18606	14712
20174	17702
18235	11330
18033	6642
20154	515
19218	11287
18333	5058
19089	12178
19485	5119
17899	9888
18803	17134
18026	1987
20191	11823
19076	9435
17872	1143
18050	3742
19886	1052
20198	4860
20144	3521
20200	3703
18030	448
18324	10729
18006	113
17892	10774
18527	14402
17897	14867
19633	5080
17900	8813
19602	11804
19614	5077
18466	14025
19080	9565
19178	13309
20178	6963
20222	10053
17927	10221
19783	1738
18050	5684
17916	14900
18512	14967
18028	10098
19179	10914
18666	4909
18265	4461
18217	11747
19043	15839
20225	4166
17898	2120
18204	17696
18731	14509
17898	17240
17983	439
17898	16388
17991	4511
20216	270
18595	14600
19151	7038
20155	9043
17973	16314
18629	14632
17872	58
18333	2352
17994	6928
20169	4716
17886	12857
17847	71
19071	2363
19309	10349
17928	9389
19369	15814
19861	4306
18005	16809
19865	14745
18791	16311
19052	1994
17933	8548
19763	1110
20215	12144
20208	4269
19392	7326
18235	6817
18009	4239
19123	15352
17777	14621
18046	14612
20171	4638
18102	7333
20181	12183
20208	16255
20189	16545
20229	191
19629	17436
19360	10630
20193	7398
20084	17682
18288	14620
18789	15372
18141	4499
17887	4621
18029	8869
20193	8536
19819	9147
17928	9220
19520	5255
19089	10976
17794	4592
20162	3918
19585	13768
18398	9143
20186	4690
17905	11549
20163	12205
19689	14552
18701	26
18361	6705
19632	13056
18115	12542
17869	14975
20212	3937
17892	7425
17969	7720
18263	4589
17884	2278
18000	4615
17994	5421
18558	11344
20134	3169
18580	14446
18151	14435
20203	10611
19978	11044
18021	4311
19306	11077
20225	2550
17900	6387
18303	7486
18592	14440
18212	5141
18427	9190
17792	4923
18585	5120
19175	4444
18007	3850
17888	444
18527	11943
19341	11294
18034	9664
18013	302
19087	8788
19349	7791
18046	13279
20230	9287
20171	16624
17887	10970
17898	7197
20206	16439
17777	12405
17914	7406
18232	4246
20237	6697
19814	17217
17889	10501
17777	4461
18539	14386
18288	7601
19157	11068
18103	581
18015	9403
18030	4360
20219	254
20209	16430
18707	11495
20158	2026
18020	8804
18803	9370
17889	13056
18233	14976
18794	11586
19383	4235
17910	250
20138	992
17779	10176
20193	5708
20210	17544
17852	7005
19404	12715
18104	5550
18023	8795
20151	6381
19236	12127
19356	12102
17909	15174
18004	10084
20225	6688
20209	8584
18124	11460
18019	6621
19319	12465
20060	17690
20228	4284
19527	13646
17960	11006
18217	7182
18552	15604
19156	6994
20186	17716
18014	9066
17874	15799
17831	13147
17900	14361
19322	12689
19143	16487
19357	17706
20206	9960
18015	170
17881	128
17970	11596
17860	17536
20156	14025
17954	4893
20181	8985
19331	3715
18232	15829
17930	9582
17932	13099
18227	10875
19691	14622
17873	9372
18264	12804
20156	25
19337	12482
17933	16196
18010	12436
18123	10992
18200	11642
18015	10071
20206	17664
18735	13381
20153	12450
19572	1073
18009	8876
17843	578
20177	9394
18552	11564
18532	7682
18973	6812
20187	9675
20223	14971
19067	15998
18536	11926
18006	7576
19175	4466
18019	9225
19759	16125
19570	14742
18236	4250
20169	11356
17932	4401
19356	10281
18790	12758
18009	2136
18203	16640
19410	14573
18009	17580
18845	15958
18123	16305
18567	8130
18890	14739
19355	17688
18211	4253
18532	5434
18002	6795
20096	17714
17775	17616
20197	333
18755	14582
18863	5285
20231	546
19103	15297
18521	14553
19734	11350
17880	319
19856	11468
17852	17622
18294	16368
19389	5261
19174	12960
17884	6092
19054	2378
17999	15502
17912	450
20215	4690
20224	11884
18436	51
20028	1042
19503	5262
19485	12219
19377	10317
19777	15770
18629	14635
19323	12152
17821	11018
18190	16133
17889	6899
17886	329
20238	9381
17916	14818
18032	6815
19953	9096
18201	6800
18544	5260
17825	14400
20177	8400
17835	17555
18993	6848
19319	7674
18015	16745
19531	15886
20206	9963
